Nombre Estado,Nombre Municipio,POBTOT
OAXACA,SANTA CATARINA YOSONOTU,1316
OAXACA,SANTA CATARINA ZAPOQUILA,403
OAXACA,SANTA CRUZ ACATEPEC,1645
OAXACA,SANTA CRUZ AMILPAS,13200
OAXACA,SANTA CRUZ DE BRAVO,365
OAXACA,SANTA CRUZ ITUNDUJIA,10860
OAXACA,SANTA CRUZ MIXTEPEC,3720
OAXACA,SANTA CRUZ NUNDACO,2951
OAXACA,SANTA CRUZ PAPALUTLA,2242
OAXACA,SANTA CRUZ TACACHE DE MINA,2940
OAXACA,SANTA CRUZ TACAHUA,1182
OAXACA,SANTA CRUZ TAYATA,595
OAXACA,SANTA CRUZ XITLA,4794
OAXACA,SANTA CRUZ XOXOCOTLAN,100402
OAXACA,SANTA CRUZ ZENZONTEPEC,19079
OAXACA,SANTA GERTRUDIS,2891
OAXACA,SANTA INES DEL MONTE,2809
OAXACA,SANTA INES YATZECHE,908
OAXACA,SANTA LUCIA DEL CAMINO,50362
OAXACA,SANTA LUCIA MIAHUATLAN,3375
OAXACA,SANTA LUCIA MONTEVERDE,6726
OAXACA,SANTA LUCIA OCOTLAN,4173
OAXACA,SANTA MARIA ALOTEPEC,2796
OAXACA,SANTA MARIA APAZCO,1629
OAXACA,SANTA MARIA LA ASUNCION,3259
OAXACA,HEROICA CIUDAD DE TLAXIACO,40123
OAXACA,AYOQUEZCO DE ALDAMA,4874
OAXACA,SANTA MARIA ATZOMPA,41921
OAXACA,SANTA MARIA CAMOTLAN,1713
OAXACA,SANTA MARIA COLOTEPEC,27046
OAXACA,SANTA MARIA CORTIJO,1067
OAXACA,SANTA MARIA COYOTEPEC,3751
OAXACA,SANTA MARIA CHACHOAPAM,761
OAXACA,VILLA DE CHILAPA DE DIAZ,1815
OAXACA,SANTA MARIA CHILCHOTLA,21469
OAXACA,SANTA MARIA CHIMALAPA,9578
OAXACA,SANTA MARIA DEL ROSARIO,499
OAXACA,SANTA MARIA DEL TULE,8939
OAXACA,SANTA MARIA ECATEPEC,3418
OAXACA,SANTA MARIA GUELACE,908
OAXACA,SANTA MARIA GUIENAGATI,3178
OAXACA,SANTA MARIA HUATULCO,50862
OAXACA,SANTA MARIA HUAZOLOTITLAN,11995
OAXACA,SANTA MARIA IPALAPA,4878
OAXACA,SANTA MARIA IXCATLAN,461
OAXACA,SANTA MARIA JACATEPEC,9682
OAXACA,SANTA MARIA JALAPA DEL MARQUES,11735
OAXACA,SANTA MARIA JALTIANGUIS,592
OAXACA,SANTA MARIA LACHIXIO,1679
OAXACA,SANTA MARIA MIXTEQUILLA,4690
OAXACA,SANTA MARIA NATIVITAS,603
OAXACA,SANTA MARIA NDUAYACO,453
OAXACA,SANTA MARIA OZOLOTEPEC,3793
OAXACA,SANTA MARIA PAPALO,2058
OAXACA,SANTA MARIA PEÑOLES,8967
OAXACA,SANTA MARIA PETAPA,16706
OAXACA,SANTA MARIA QUIEGOLANI,2224
OAXACA,SANTA MARIA SOLA,1516
OAXACA,SANTA MARIA TATALTEPEC,317
OAXACA,SANTA MARIA TECOMAVACA,1830
OAXACA,SANTA MARIA TEMAXCALAPA,903
OAXACA,SANTA MARIA TEMAXCALTEPEC,2694
OAXACA,SANTA MARIA TEOPOXCO,3985
OAXACA,SANTA MARIA TEPANTLALI,3576
OAXACA,SANTA MARIA TEXCATITLAN,896
OAXACA,SANTA MARIA TLAHUITOLTEPEC,9653
OAXACA,SANTA MARIA TLALIXTAC,1839
OAXACA,SANTA MARIA TONAMECA,25347
OAXACA,SANTA MARIA TOTOLAPILLA,812
OAXACA,SANTA MARIA XADANI,9234
OAXACA,SANTA MARIA YALINA,250
OAXACA,SANTA MARIA YAVESIA,434
OAXACA,SANTA MARIA YOLOTEPEC,481
OAXACA,SANTA MARIA YOSOYUA,1699
OAXACA,SANTA MARIA YUCUHITI,6008
OAXACA,SANTA MARIA ZACATEPEC,17100
OAXACA,SANTA MARIA ZANIZA,2469
OAXACA,SANTA MARIA ZOQUITLAN,3294
OAXACA,SANTIAGO AMOLTEPEC,13855
OAXACA,SANTIAGO APOALA,1019
OAXACA,SANTIAGO APOSTOL,4421
OAXACA,SANTIAGO ASTATA,3918
OAXACA,SANTIAGO ATITLAN,3556
OAXACA,SANTIAGO AYUQUILILLA,2904
OAXACA,SANTIAGO CACALOXTEPEC,1667
OAXACA,SANTIAGO CAMOTLAN,3346
OAXACA,SANTIAGO COMALTEPEC,1157
OAXACA,VILLA DE SANTIAGO CHAZUMBA,4877
OAXACA,SANTIAGO CHOAPAM,5242
OAXACA,SANTIAGO DEL RIO,527
OAXACA,SANTIAGO HUAJOLOTITLAN,4600
OAXACA,SANTIAGO HUAUCLILLA,525
OAXACA,SANTIAGO IHUITLAN PLUMAS,341
OAXACA,SANTIAGO IXCUINTEPEC,1636
OAXACA,SANTIAGO IXTAYUTLA,13880
OAXACA,SANTIAGO JAMILTEPEC,19112
OAXACA,SANTIAGO JOCOTEPEC,14198
OAXACA,SANTIAGO JUXTLAHUACA,34735
OAXACA,SANTIAGO LACHIGUIRI,4394
OAXACA,SANTIAGO LALOPA,431
OAXACA,SANTIAGO LAOLLAGA,3361
OAXACA,SANTIAGO LAXOPA,1291
OAXACA,SANTIAGO LLANO GRANDE,3440
OAXACA,SANTIAGO MATATLAN,10175
OAXACA,SANTIAGO MILTEPEC,421
OAXACA,SANTIAGO MINAS,1327
OAXACA,SANTIAGO NACALTEPEC,1599
OAXACA,SANTIAGO NEJAPILLA,174
OAXACA,SANTIAGO NUNDICHE,1351
OAXACA,SANTIAGO NUYOO,1898
OAXACA,SANTIAGO PINOTEPA NACIONAL,55840
OAXACA,SANTIAGO SUCHILQUITONGO,10886
OAXACA,SANTIAGO TAMAZOLA,4458
OAXACA,SANTIAGO TAPEXTLA,3134
OAXACA,VILLA TEJUPAM DE LA UNION,2419
OAXACA,SANTIAGO TENANGO,1966
OAXACA,SANTIAGO TEPETLAPA,130
OAXACA,SANTIAGO TETEPEC,4909
OAXACA,SANTIAGO TEXCALCINGO,2974
OAXACA,SANTIAGO TEXTITLAN,4930
OAXACA,SANTIAGO TILANTONGO,2764
OAXACA,SANTIAGO TILLO,545
OAXACA,SANTIAGO TLAZOYALTEPEC,6300
OAXACA,SANTIAGO XANICA,3029
OAXACA,SANTIAGO XIACUI,1893
OAXACA,SANTIAGO YAITEPEC,4233
OAXACA,SANTIAGO YAVEO,7593
OAXACA,SANTIAGO YOLOMECATL,1922
OAXACA,SANTIAGO YOSONDUA,7991
OAXACA,SANTIAGO YUCUYACHI,998
OAXACA,SANTIAGO ZACATEPEC,5089
OAXACA,SANTIAGO ZOOCHILA,425
OAXACA,NUEVO ZOQUIAPAM,1590
OAXACA,SANTO DOMINGO INGENIO,7681
OAXACA,SANTO DOMINGO ALBARRADAS,798
OAXACA,SANTO DOMINGO ARMENTA,3155
OAXACA,SANTO DOMINGO CHIHUITAN,1618
OAXACA,SANTO DOMINGO DE MORELOS,11384
OAXACA,SANTO DOMINGO IXCATLAN,760
OAXACA,SANTO DOMINGO NUXAA,3335
OAXACA,SANTO DOMINGO OZOLOTEPEC,1101
OAXACA,SANTO DOMINGO PETAPA,9027
OAXACA,SANTO DOMINGO ROAYAGA,941
OAXACA,SANTO DOMINGO TEHUANTEPEC,67739
OAXACA,SANTO DOMINGO TEOJOMULCO,5260
OAXACA,SANTO DOMINGO TEPUXTEPEC,6029
OAXACA,SANTO DOMINGO TLATAYAPAM,113
OAXACA,SANTO DOMINGO TOMALTEPEC,3386
OAXACA,SANTO DOMINGO TONALA,7393
OAXACA,SANTO DOMINGO TONALTEPEC,250
OAXACA,SANTO DOMINGO XAGACIA,1205
OAXACA,SANTO DOMINGO YANHUITLAN,1633
OAXACA,SANTO DOMINGO YODOHINO,327
OAXACA,SANTO DOMINGO ZANATEPEC,12483
OAXACA,SANTOS REYES NOPALA,16688
OAXACA,SANTOS REYES PAPALO,2490
OAXACA,SANTOS REYES TEPEJILLO,904
OAXACA,SANTOS REYES YUCUNA,1474
OAXACA,SANTO TOMAS JALIEZA,3923
OAXACA,SANTO TOMAS MAZALTEPEC,2612
OAXACA,SANTO TOMAS OCOTEPEC,4066
OAXACA,SANTO TOMAS TAMAZULAPAN,2726
OAXACA,SAN VICENTE COATLAN,3512
OAXACA,SAN VICENTE LACHIXIO,3227
OAXACA,SAN VICENTE NUÑU,449
OAXACA,SILACAYOAPAM,6710
OAXACA,SITIO DE XITLAPEHUA,713
OAXACA,SOLEDAD ETLA,6348
OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO,8326
OAXACA,TANETZE DE ZARAGOZA,1558
OAXACA,TANICHE,887
OAXACA,TATALTEPEC DE VALDES,6386
OAXACA,TEOCOCUILCO DE MARCOS PEREZ,1032
OAXACA,TEOTITLAN DE FLORES MAGON,10099
OAXACA,TEOTITLAN DEL VALLE,6392
OAXACA,TEOTONGO,1005
OAXACA,TEPELMEME VILLA DE MORELOS,1960
OAXACA,"HEROICA VILLA TEZOATLAN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA",11465
OAXACA,SAN JERONIMO TLACOCHAHUAYA,5764
OAXACA,TLACOLULA DE MATAMOROS,30254
OAXACA,TLACOTEPEC PLUMAS,410
OAXACA,TLALIXTAC DE CABRERA,12067
OAXACA,TOTONTEPEC VILLA DE MORELOS,5904
OAXACA,TRINIDAD ZAACHILA,3419
OAXACA,LA TRINIDAD VISTA HERMOSA,306
OAXACA,UNION HIDALGO,14542
OAXACA,VALERIO TRUJANO,1376
OAXACA,SAN JUAN BAUTISTA VALLE NACIONAL,23067
OAXACA,VILLA DIAZ ORDAZ,6467
OAXACA,YAXE,2954
OAXACA,MAGDALENA YODOCONO DE PORFIRIO DIAZ,1682
OAXACA,YOGANA,1245
OAXACA,YUTANDUCHI DE GUERRERO,1195
OAXACA,VILLA DE ZAACHILA,46464
OAXACA,SAN MATEO YUCUTINDOO,3144
OAXACA,ZAPOTITLAN LAGUNAS,3382
OAXACA,ZAPOTITLAN PALMAS,1695
OAXACA,SANTA INES DE ZARAGOZA,1454
OAXACA,ZIMATLAN DE ALVAREZ,22093
PUEBLA,ACAJETE,72894
PUEBLA,ACATENO,9170
PUEBLA,ACATLAN,37955
PUEBLA,ACATZINGO,63743
PUEBLA,ACTEOPAN,3070
PUEBLA,AHUACATLAN,14542
PUEBLA,AHUATLAN,3162
PUEBLA,AHUAZOTEPEC,11439
PUEBLA,AHUEHUETITLA,2207
PUEBLA,AJALPAN,74768
PUEBLA,ALBINO ZERTUCHE,1885
PUEBLA,ALJOJUCA,6591
PUEBLA,ALTEPEXI,22629
PUEBLA,AMIXTLAN,4812
PUEBLA,AMOZOC,125876
PUEBLA,AQUIXTLA,9021
PUEBLA,ATEMPAN,29742
PUEBLA,ATEXCAL,3859
PUEBLA,ATLIXCO,141793
PUEBLA,ATOYATEMPAN,7704
PUEBLA,ATZALA,1512
PUEBLA,ATZITZIHUACAN,12857
PUEBLA,ATZITZINTLA,9051
PUEBLA,AXUTLA,976
PUEBLA,AYOTOXCO DE GUERRERO,8208
PUEBLA,CALPAN,15271
PUEBLA,CALTEPEC,4128
PUEBLA,CAMOCUAUTLA,2758
PUEBLA,CAXHUACAN,3811
PUEBLA,COATEPEC,772
PUEBLA,COATZINGO,2820
PUEBLA,COHETZALA,1382
PUEBLA,COHUECAN,5403
PUEBLA,CORONANGO,46836
PUEBLA,COXCATLAN,20653
PUEBLA,COYOMEAPAN,14806
PUEBLA,COYOTEPEC,2334
PUEBLA,CUAPIAXTLA DE MADERO,10542
PUEBLA,CUAUTEMPAN,9837
PUEBLA,CUAUTINCHAN,12340
PUEBLA,CUAUTLANCINGO,137435
PUEBLA,CUAYUCA DE ANDRADE,3315
PUEBLA,CUETZALAN DEL PROGRESO,49864
PUEBLA,CUYOACO,17139
PUEBLA,CHALCHICOMULA DE SESMA,47410
PUEBLA,CHAPULCO,8193
PUEBLA,CHIAUTLA,21699
PUEBLA,CHIAUTZINGO,22039
PUEBLA,CHICONCUAUTLA,17382
PUEBLA,CHICHIQUILA,26928
PUEBLA,CHIETLA,37030
PUEBLA,CHIGMECATITLAN,1215
PUEBLA,CHIGNAHUAPAN,66464
PUEBLA,CHIGNAUTLA,35223
PUEBLA,CHILA,5082
PUEBLA,CHILA DE LA SAL,1317
PUEBLA,HONEY,6687
PUEBLA,CHILCHOTLA,21002
PUEBLA,CHINANTLA,2846
PUEBLA,DOMINGO ARENAS,7982
PUEBLA,ELOXOCHITLAN,14461
PUEBLA,EPATLAN,4943
PUEBLA,ESPERANZA,14766
PUEBLA,FRANCISCO Z. MENA,17824
PUEBLA,GENERAL FELIPE ANGELES,22694
PUEBLA,GUADALUPE,6451
PUEBLA,GUADALUPE VICTORIA,18784
PUEBLA,HERMENEGILDO GALEANA,7011
PUEBLA,HUAQUECHULA,29233
PUEBLA,HUATLATLAUCA,6111
PUEBLA,HUAUCHINANGO,103946
PUEBLA,HUEHUETLA,17082
PUEBLA,HUEHUETLAN EL CHICO,9760
PUEBLA,HUEJOTZINGO,90794
PUEBLA,HUEYAPAN,13080
PUEBLA,HUEYTAMALCO,27600
PUEBLA,HUEYTLALPAN,5951
PUEBLA,HUITZILAN DE SERDAN,15928
PUEBLA,HUITZILTEPEC,5782
PUEBLA,ATLEQUIZAYAN,2633
PUEBLA,IXCAMILPA DE GUERRERO,4065
PUEBLA,IXCAQUIXTLA,8804
PUEBLA,IXTACAMAXTITLAN,25319
PUEBLA,IXTEPEC,6950
PUEBLA,IZUCAR DE MATAMOROS,82809
PUEBLA,JALPAN,12050
PUEBLA,JOLALPAN,13308
PUEBLA,JONOTLA,4457
PUEBLA,JOPALA,12131
PUEBLA,JUAN C. BONILLA,23783
PUEBLA,JUAN GALINDO,9828
PUEBLA,JUAN N. MENDEZ,5293
PUEBLA,LAFRAGUA,7650
PUEBLA,LIBRES,37257
PUEBLA,LA MAGDALENA TLATLAUQUITEPEC,650
PUEBLA,MAZAPILTEPEC DE JUAREZ,3176
PUEBLA,MIXTLA,2668
PUEBLA,MOLCAXAC,6668
PUEBLA,CAÑADA MORELOS,20659
PUEBLA,NAUPAN,9310
PUEBLA,NAUZONTLA,3317
PUEBLA,NEALTICAN,14075
PUEBLA,NICOLAS BRAVO,6644
PUEBLA,NOPALUCAN,32772
PUEBLA,OCOTEPEC,5077
PUEBLA,OCOYUCAN,42669
PUEBLA,OLINTLA,11993
PUEBLA,ORIENTAL,19903
PUEBLA,PAHUATLAN,20274
PUEBLA,PALMAR DE BRAVO,50226
PUEBLA,PANTEPEC,18528
PUEBLA,PETLALCINGO,9350
PUEBLA,PIAXTLA,4627
PUEBLA,PUEBLA,1692181
PUEBLA,QUECHOLAC,57992
PUEBLA,QUIMIXTLAN,22855
PUEBLA,RAFAEL LARA GRAJALES,15952
PUEBLA,LOS REYES DE JUAREZ,30021
PUEBLA,SAN ANDRES CHOLULA,154448
PUEBLA,SAN ANTONIO CAÑADA,5938
PUEBLA,SAN DIEGO LA MESA TOCHIMILTZINGO,1270
PUEBLA,SAN FELIPE TEOTLALCINGO,11063
PUEBLA,SAN FELIPE TEPATLAN,3793
PUEBLA,SAN GABRIEL CHILAC,15954
PUEBLA,SAN GREGORIO ATZOMPA,9671
PUEBLA,SAN JERONIMO TECUANIPAN,6597
PUEBLA,SAN JERONIMO XAYACATLAN,3606
PUEBLA,SAN JOSE CHIAPA,10443
PUEBLA,SAN JOSE MIAHUATLAN,14018
PUEBLA,SAN JUAN ATENCO,3604
PUEBLA,SAN JUAN ATZOMPA,975
PUEBLA,SAN MARTIN TEXMELUCAN,155738
PUEBLA,SAN MARTIN TOTOLTEPEC,692
PUEBLA,SAN MATIAS TLALANCALECA,20974
PUEBLA,SAN MIGUEL IXITLAN,526
PUEBLA,SAN MIGUEL XOXTLA,12461
PUEBLA,SAN NICOLAS BUENOS AIRES,10464
PUEBLA,SAN NICOLAS DE LOS RANCHOS,11780
PUEBLA,SAN PABLO ANICANO,3759
PUEBLA,SAN PEDRO CHOLULA,138433
PUEBLA,SAN PEDRO YELOIXTLAHUACA,3488
PUEBLA,SAN SALVADOR EL SECO,30639
PUEBLA,SAN SALVADOR EL VERDE,34880
PUEBLA,SAN SALVADOR HUIXCOLOTLA,16790
PUEBLA,SAN SEBASTIAN TLACOTEPEC,13189
PUEBLA,SANTA CATARINA TLALTEMPAN,749
PUEBLA,SANTA INES AHUATEMPAN,6341
PUEBLA,SANTA ISABEL CHOLULA,11498
PUEBLA,SANTIAGO MIAHUATLAN,30309
PUEBLA,HUEHUETLAN EL GRANDE,6105
PUEBLA,SANTO TOMAS HUEYOTLIPAN,9315
PUEBLA,SOLTEPEC,12631
PUEBLA,TECALI DE HERRERA,23625
PUEBLA,TECAMACHALCO,80771
PUEBLA,TECOMATLAN,6830
PUEBLA,TEHUACAN,327312
PUEBLA,TEHUITZINGO,12672
PUEBLA,TENAMPULCO,6743
PUEBLA,TEOPANTLAN,3836
PUEBLA,TEOTLALCO,3689
PUEBLA,TEPANCO DE LOPEZ,22218
PUEBLA,TEPANGO DE RODRIGUEZ,4155
PUEBLA,TEPATLAXCO DE HIDALGO,18854
PUEBLA,TEPEACA,84270
PUEBLA,TEPEMAXALCO,1216
PUEBLA,TEPEOJUMA,8918
PUEBLA,TEPETZINTLA,10373
PUEBLA,TEPEXCO,7523
PUEBLA,TEPEXI DE RODRIGUEZ,22331
PUEBLA,TEPEYAHUALCO,19200
PUEBLA,TEPEYAHUALCO DE CUAUHTEMOC,3851
PUEBLA,TETELA DE OCAMPO,27216
PUEBLA,TETELES DE AVILA CASTILLO,6653
PUEBLA,TEZIUTLAN,103583
PUEBLA,TIANGUISMANALCO,14432
PUEBLA,TILAPA,9664
PUEBLA,TLACOTEPEC DE BENITO JUAREZ,54757
PUEBLA,TLACUILOTEPEC,15977
PUEBLA,TLACHICHUCA,31639
PUEBLA,TLAHUAPAN,41547
PUEBLA,TLALTENANGO,7425
PUEBLA,TLANEPANTLA,5390
PUEBLA,TLAOLA,20433
PUEBLA,TLAPACOYA,6422
PUEBLA,TLAPANALA,10344
PUEBLA,TLATLAUQUITEPEC,55576
PUEBLA,TLAXCO,4934
PUEBLA,TOCHIMILCO,19315
PUEBLA,TOCHTEPEC,22454
PUEBLA,TOTOLTEPEC DE GUERRERO,1187
PUEBLA,TULCINGO,9871
PUEBLA,TUZAMAPAN DE GALEANA,5924
PUEBLA,TZICATLACOYAN,6476
PUEBLA,VENUSTIANO CARRANZA,28395
PUEBLA,VICENTE GUERRERO,26559
PUEBLA,XAYACATLAN DE BRAVO,1570
PUEBLA,XICOTEPEC,80591
PUEBLA,XICOTLAN,1312
PUEBLA,XIUTETELCO,42943
PUEBLA,XOCHIAPULCO,3443
PUEBLA,XOCHILTEPEC,3375
PUEBLA,XOCHITLAN DE VICENTE SUAREZ,13025
PUEBLA,XOCHITLAN TODOS SANTOS,7178
PUEBLA,YAONAHUAC,7926
PUEBLA,YEHUALTEPEC,26392
PUEBLA,ZACAPALA,4647
PUEBLA,ZACAPOAXTLA,57887
PUEBLA,ZACATLAN,87361
PUEBLA,ZAPOTITLAN,8595
PUEBLA,ZAPOTITLAN DE MENDEZ,5675
PUEBLA,ZARAGOZA,16752
PUEBLA,ZAUTLA,20717
PUEBLA,ZIHUATEUTLA,11967
PUEBLA,ZINACATEPEC,18359
PUEBLA,ZONGOZOTLA,4539
PUEBLA,ZOQUIAPAN,2452
PUEBLA,ZOQUITLAN,20335
QUERETARO,AMEALCO DE BONFIL,66841
QUERETARO,PINAL DE AMOLES,27365
QUERETARO,ARROYO SECO,13142
QUERETARO,CADEREYTA DE MONTES,69075
QUERETARO,COLON,67121
QUERETARO,CORREGIDORA,212567
QUERETARO,EZEQUIEL MONTES,45141
QUERETARO,HUIMILPAN,36808
QUERETARO,JALPAN DE SERRA,27343
QUERETARO,LANDA DE MATAMOROS,18794
QUERETARO,EL MARQUES,231668
QUERETARO,PEDRO ESCOBEDO,77404
QUERETARO,PEÑAMILLER,19141
QUERETARO,QUERETARO,1049777
QUERETARO,SAN JOAQUIN,8359
QUERETARO,SAN JUAN DEL RIO,297804
QUERETARO,TEQUISQUIAPAN,72201
QUERETARO,TOLIMAN,27916
QUINTANA ROO,COZUMEL,88626
QUINTANA ROO,FELIPE CARRILLO PUERTO,83990
QUINTANA ROO,ISLA MUJERES,22686
QUINTANA ROO,OTHON P. BLANCO,233648
QUINTANA ROO,BENITO JUAREZ,911503
QUINTANA ROO,JOSE MARIA MORELOS,39165
QUINTANA ROO,LAZARO CARDENAS,29171
QUINTANA ROO,SOLIDARIDAD,333800
QUINTANA ROO,TULUM,46721
QUINTANA ROO,BACALAR,41754
QUINTANA ROO,PUERTO MORELOS,26921
SAN LUIS POTOSI,AHUALULCO,18974
SAN LUIS POTOSI,ALAQUINES,7785
SAN LUIS POTOSI,AQUISMON,48359
SAN LUIS POTOSI,ARMADILLO DE LOS INFANTE,4013
SAN LUIS POTOSI,CARDENAS,18317
SAN LUIS POTOSI,CATORCE,9579
SAN LUIS POTOSI,CEDRAL,19840
SAN LUIS POTOSI,CERRITOS,22075
SAN LUIS POTOSI,CERRO DE SAN PEDRO,5050
SAN LUIS POTOSI,CIUDAD DEL MAIZ,30320
SAN LUIS POTOSI,CIUDAD FERNANDEZ,48106
SAN LUIS POTOSI,TANCANHUITZ,20300
SAN LUIS POTOSI,CIUDAD VALLES,179371
SAN LUIS POTOSI,COXCATLAN,15660
SAN LUIS POTOSI,CHARCAS,21814
SAN LUIS POTOSI,EBANO,40899
SAN LUIS POTOSI,GUADALCAZAR,25119
SAN LUIS POTOSI,HUEHUETLAN,15334
SAN LUIS POTOSI,LAGUNILLAS,5453
SAN LUIS POTOSI,MATEHUALA,102199
SAN LUIS POTOSI,MEXQUITIC DE CARMONA,58469
SAN LUIS POTOSI,MOCTEZUMA,19036
SAN LUIS POTOSI,RAYON,15301
SAN LUIS POTOSI,RIOVERDE,97943
SAN LUIS POTOSI,SALINAS,31107
SAN LUIS POTOSI,SAN ANTONIO,9382
SAN LUIS POTOSI,SAN CIRO DE ACOSTA,10215
SAN LUIS POTOSI,SAN LUIS POTOSI,911908
SAN LUIS POTOSI,SAN MARTIN CHALCHICUAUTLA,18468
SAN LUIS POTOSI,SAN NICOLAS TOLENTINO,4779
SAN LUIS POTOSI,SANTA CATARINA,12163
SAN LUIS POTOSI,SANTA MARIA DEL RIO,39880
SAN LUIS POTOSI,SANTO DOMINGO,10785
SAN LUIS POTOSI,SAN VICENTE TANCUAYALAB,14945
SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,332072
SAN LUIS POTOSI,TAMASOPO,29184
SAN LUIS POTOSI,TAMAZUNCHALE,95037
SAN LUIS POTOSI,TAMPACAN,14348
SAN LUIS POTOSI,TAMPAMOLON CORONA,13603
SAN LUIS POTOSI,TAMUIN,36968
SAN LUIS POTOSI,TANLAJAS,18208
SAN LUIS POTOSI,TANQUIAN DE ESCOBEDO,13448
SAN LUIS POTOSI,TIERRA NUEVA,7966
SAN LUIS POTOSI,VANEGAS,7557
SAN LUIS POTOSI,VENADO,14188
SAN LUIS POTOSI,VILLA DE ARRIAGA,18206
SAN LUIS POTOSI,VILLA DE GUADALUPE,9277
SAN LUIS POTOSI,VILLA DE LA PAZ,5298
SAN LUIS POTOSI,VILLA DE RAMOS,38389
SAN LUIS POTOSI,VILLA DE REYES,52912
SAN LUIS POTOSI,VILLA HIDALGO,15458
SAN LUIS POTOSI,VILLA JUAREZ,10304
SAN LUIS POTOSI,AXTLA DE TERRAZAS,32544
SAN LUIS POTOSI,XILITLA,49741
SAN LUIS POTOSI,ZARAGOZA,27386
SAN LUIS POTOSI,VILLA DE ARISTA,17258
SAN LUIS POTOSI,MATLAPA,28996
SAN LUIS POTOSI,EL NARANJO,20959
SINALOA,AHOME,459310
SINALOA,ANGOSTURA,44093
SINALOA,BADIRAGUATO,26542
SINALOA,CONCORDIA,24899
SINALOA,COSALA,17012
SINALOA,CULIACAN,1003530
SINALOA,CHOIX,29334
SINALOA,ELOTA,55339
SINALOA,ESCUINAPA,59988
SINALOA,EL FUERTE,96593
SINALOA,GUASAVE,289370
SINALOA,MAZATLAN,501441
SINALOA,MOCORITO,40358
SINALOA,ROSARIO,52345
SINALOA,SALVADOR ALVARADO,79492
SINALOA,SAN IGNACIO,19505
SINALOA,SINALOA,78670
SINALOA,NAVOLATO,149122
SONORA,ACONCHI,2563
SONORA,AGUA PRIETA,91929
SONORA,ALAMOS,24976
SONORA,ALTAR,9492
SONORA,ARIVECHI,1177
SONORA,ARIZPE,2788
SONORA,ATIL,626
SONORA,BACADEHUACHI,979
SONORA,BACANORA,759
SONORA,BACERAC,1221
SONORA,BACOACHI,1475
SONORA,BACUM,23151
SONORA,BANAMICHI,1825
SONORA,BAVIACORA,3191
SONORA,BAVISPE,1169
SONORA,BENJAMIN HILL,4988
SONORA,CABORCA,89122
SONORA,CAJEME,436484
SONORA,CANANEA,39451
SONORA,CARBO,4946
SONORA,LA COLORADA,1848
SONORA,CUCURPE,863
SONORA,CUMPAS,5829
SONORA,DIVISADEROS,753
SONORA,EMPALME,51431
SONORA,ETCHOJOA,61309
SONORA,FRONTERAS,9041
SONORA,GRANADOS,1009
SONORA,GUAYMAS,156863
SONORA,HERMOSILLO,936263
SONORA,HUACHINERA,1186
SONORA,HUASABAS,888
SONORA,HUATABAMPO,77682
SONORA,HUEPAC,943
SONORA,IMURIS,12536
SONORA,MAGDALENA,33049
SONORA,MAZATAN,1101
SONORA,MOCTEZUMA,5173
SONORA,NACO,5774
SONORA,NACORI CHICO,1531
SONORA,NACOZARI DE GARCIA,14369
SONORA,NAVOJOA,164387
SONORA,NOGALES,264782
SONORA,ONAVAS,365
SONORA,OPODEPE,2438
SONORA,OQUITOA,496
SONORA,PITIQUITO,9122
SONORA,PUERTO PEÑASCO,62689
SONORA,QUIRIEGO,3090
SONORA,RAYON,1496
SONORA,ROSARIO,4830
SONORA,SAHUARIPA,5257
SONORA,SAN FELIPE DE JESUS,369
SONORA,SAN JAVIER,537
SONORA,SAN LUIS RIO COLORADO,199021
SONORA,SAN MIGUEL DE HORCASITAS,10729
SONORA,SAN PEDRO DE LA CUEVA,1458
SONORA,SANTA ANA,16203
SONORA,SANTA CRUZ,1835
SONORA,SARIC,2058
SONORA,SOYOPA,1368
SONORA,SUAQUI GRANDE,1114
SONORA,TEPACHE,1178
SONORA,TRINCHERAS,1381
SONORA,TUBUTAMA,1473
SONORA,URES,8548
SONORA,VILLA HIDALGO,1429
SONORA,VILLA PESQUEIRA,1043
SONORA,YECORA,4793
SONORA,GENERAL PLUTARCO ELIAS CALLES,13627
SONORA,BENITO JUAREZ,21692
SONORA,SAN IGNACIO RIO MUERTO,14279
TABASCO,BALANCAN,58524
TABASCO,CARDENAS,243229
TABASCO,CENTLA,107731
TABASCO,CENTRO,683607
TABASCO,COMALCALCO,214877
TABASCO,CUNDUACAN,137257
TABASCO,EMILIANO ZAPATA,32181
TABASCO,HUIMANGUILLO,190885
TABASCO,JALAPA,37749
TABASCO,JALPA DE MENDEZ,91185
TABASCO,JONUTA,30798
TABASCO,MACUSPANA,158601
TABASCO,NACAJUCA,150300
TABASCO,PARAISO,96741
TABASCO,TACOTALPA,47905
TABASCO,TEAPA,58718
TABASCO,TENOSIQUE,62310
TAMAULIPAS,ABASOLO,9822
TAMAULIPAS,ALDAMA,28725
TAMAULIPAS,ALTAMIRA,269790
TAMAULIPAS,ANTIGUO MORELOS,8850
TAMAULIPAS,BURGOS,4256
TAMAULIPAS,BUSTAMANTE,7542
TAMAULIPAS,CAMARGO,16546
TAMAULIPAS,CASAS,4143
TAMAULIPAS,CIUDAD MADERO,205933
